,Id,LotArea,YearBuilt,YearRemodAdd,LotFrontage,Utilities,OverallQual,OverallCond,ExterQual,ExterCond,MoSold,YrSold,MiscVal
711,712,8712,1900,1950,66.0,AllPub,4,7,TA,TA,1,2010,0
712,713,4671,1988,1989,40.0,AllPub,8,5,Gd,TA,10,2008,0
713,714,9873,1970,1970,60.0,AllPub,4,5,TA,TA,5,2006,0
714,715,13517,1976,2005,,AllPub,6,8,Gd,TA,3,2010,0
715,716,10140,1974,1974,78.0,AllPub,6,5,TA,TA,8,2009,0
716,717,10800,1890,1998,60.0,AllPub,7,8,TA,Gd,7,2007,0
717,718,10000,1973,2000,80.0,AllPub,5,6,TA,TA,11,2008,0
718,719,10542,1993,1994,96.0,AllPub,7,5,Gd,TA,8,2008,0
719,720,9920,1969,1969,69.0,AllPub,5,6,TA,TA,5,2006,0
720,721,6563,1985,1985,,AllPub,8,5,Gd,TA,12,2006,0
721,722,4426,2004,2004,,AllPub,6,5,Gd,TA,5,2010,0
722,723,8120,1970,1970,70.0,AllPub,4,7,TA,Gd,7,2009,0
723,724,8172,1954,1972,60.0,AllPub,4,6,TA,TA,5,2008,0
724,725,13286,2007,2008,86.0,AllPub,9,5,Ex,TA,2,2009,0
725,726,6960,1970,1970,60.0,AllPub,4,6,TA,TA,11,2009,500
726,727,21695,1988,2007,,AllPub,6,9,Gd,Gd,12,2009,0
727,728,7314,2007,2007,64.0,AllPub,7,5,Gd,TA,2,2009,0
728,729,11475,1958,1958,85.0,AllPub,5,5,TA,TA,7,2009,0
729,730,6240,1925,1950,52.0,AllPub,4,5,TA,TA,1,2009,0
730,731,5389,1995,1996,39.0,AllPub,8,5,Gd,TA,3,2010,0
731,732,9590,2003,2003,73.0,AllPub,7,5,Gd,TA,5,2007,0
732,733,11404,1998,1999,75.0,AllPub,7,5,Gd,TA,7,2008,0
733,734,10000,1961,1983,80.0,AllPub,5,6,TA,TA,3,2009,400
734,735,8978,1968,1968,,AllPub,5,5,TA,TA,5,2007,0
735,736,10800,1914,1970,60.0,AllPub,7,7,TA,TA,10,2006,0
736,737,8544,1950,1950,60.0,AllPub,3,4,TA,TA,7,2006,0
737,738,10463,2005,2005,72.0,AllPub,8,5,Gd,TA,6,2006,0
738,739,10800,1987,1988,60.0,AllPub,5,5,TA,TA,3,2009,0
739,740,9313,2004,2004,65.0,AllPub,7,5,Gd,TA,4,2009,0
740,741,9600,1910,2002,60.0,AllPub,5,7,TA,Gd,5,2007,0
741,742,6768,1961,1996,65.0,AllPub,6,8,TA,Gd,5,2008,0
742,743,8450,2000,2001,65.0,AllPub,7,5,TA,TA,12,2007,0
743,744,12886,1963,1999,70.0,AllPub,5,6,TA,TA,10,2009,0
744,745,5395,1993,1993,41.0,AllPub,8,5,Gd,TA,10,2008,0
745,746,8963,1976,1996,,AllPub,8,9,Ex,Gd,7,2008,0
746,747,8795,2000,2000,,AllPub,7,5,Gd,TA,4,2009,0
747,748,11700,1880,2003,65.0,AllPub,7,7,Gd,TA,5,2009,0
748,749,10593,1996,1996,59.0,AllPub,7,5,Gd,TA,3,2010,0
749,750,8405,1945,1950,50.0,AllPub,4,3,TA,TA,4,2009,0
750,751,8800,1910,2004,55.0,AllPub,4,7,TA,TA,6,2010,0
751,752,7750,2003,2003,,AllPub,7,5,Gd,TA,8,2007,0
752,753,9236,1997,1997,79.0,AllPub,6,5,TA,Gd,7,2006,0
753,754,10240,2005,2005,80.0,AllPub,8,5,Gd,TA,3,2006,0
754,755,7930,1969,2005,61.0,AllPub,6,8,TA,TA,7,2009,0
755,756,3230,1999,1999,34.0,AllPub,6,5,TA,TA,3,2009,0
756,757,10769,2007,2007,68.0,AllPub,8,5,Gd,TA,4,2009,0
757,758,11616,1978,1978,,AllPub,6,5,TA,TA,4,2010,0
758,759,2280,1999,1999,24.0,AllPub,7,5,TA,TA,8,2008,0
759,760,12257,1995,1995,65.0,AllPub,8,5,Gd,TA,11,2007,0
760,761,9100,1959,1959,70.0,AllPub,6,6,TA,TA,10,2009,450
761,762,6911,1924,1950,60.0,AllPub,5,5,TA,TA,10,2009,0
762,763,8640,2009,2009,72.0,AllPub,7,5,TA,TA,6,2010,0
763,764,9430,1999,1999,82.0,AllPub,8,5,Gd,TA,7,2009,0
764,765,9549,1995,1996,30.0,AllPub,8,5,Gd,Gd,4,2006,0
765,766,14587,2008,2008,75.0,AllPub,9,5,Gd,TA,8,2008,0
766,767,10421,1988,1988,80.0,AllPub,7,5,TA,TA,3,2010,500
767,768,12508,1940,1985,75.0,AllPub,6,7,TA,TA,7,2008,1300
768,769,9100,2004,2005,70.0,AllPub,7,5,Gd,TA,10,2006,0
769,770,53504,2003,2003,47.0,AllPub,8,5,Ex,TA,6,2010,0
770,771,7252,1982,1982,,AllPub,5,5,TA,TA,4,2009,0
771,772,8877,1951,1951,67.0,AllPub,4,5,TA,TA,4,2006,0
772,773,7819,1976,1976,94.0,AllPub,6,5,TA,TA,3,2010,0
773,774,10150,1958,1958,70.0,AllPub,5,5,TA,TA,7,2007,0
774,775,14226,2006,2006,110.0,AllPub,8,5,Gd,TA,7,2007,0
775,776,4500,1998,1998,32.0,AllPub,6,5,TA,TA,6,2009,0
776,777,11210,2005,2006,86.0,AllPub,7,5,Gd,TA,7,2006,0
777,778,13350,1974,1974,100.0,AllPub,5,5,TA,TA,6,2006,0
778,779,8400,1977,1977,60.0,AllPub,5,5,TA,TA,10,2007,0
779,780,10530,1977,1977,78.0,AllPub,6,5,TA,TA,5,2006,0
780,781,7875,1995,1996,63.0,AllPub,7,5,TA,TA,6,2007,0
781,782,7153,1992,1992,65.0,AllPub,6,5,Gd,Gd,7,2006,0
782,783,16285,2001,2002,67.0,AllPub,7,5,Gd,TA,6,2009,0
783,784,9101,1978,1978,,AllPub,5,6,TA,Gd,7,2009,0
784,785,6300,1914,2001,35.0,AllPub,6,6,TA,TA,6,2008,0
785,786,9790,1967,1967,,AllPub,6,5,TA,TA,9,2009,0
786,787,10800,1915,1950,60.0,AllPub,5,6,TA,Gd,6,2010,1200
787,788,10142,2004,2004,76.0,AllPub,7,5,Gd,TA,1,2010,0
788,789,6000,1954,2000,50.0,AllPub,4,7,TA,TA,8,2008,0
789,790,12205,1966,2007,,AllPub,6,8,TA,TA,7,2007,0
790,791,3182,2005,2006,43.0,AllPub,7,5,Gd,TA,9,2009,0
791,792,11333,1976,1976,,AllPub,6,5,TA,TA,5,2007,0
792,793,9920,1996,1997,92.0,AllPub,7,5,Gd,TA,6,2007,0
793,794,9158,2007,2007,76.0,AllPub,8,5,Gd,TA,6,2007,0
794,795,10832,1994,1996,,AllPub,7,5,Gd,TA,10,2008,500
795,796,8400,1980,1981,70.0,AllPub,6,6,TA,TA,4,2010,0
796,797,8197,1977,1977,71.0,AllPub,6,5,TA,TA,4,2007,0
797,798,7677,1953,1953,57.0,AllPub,5,5,TA,TA,4,2008,0
798,799,13518,2008,2009,104.0,AllPub,9,5,Ex,TA,7,2009,0
799,800,7200,1937,1950,60.0,AllPub,5,7,TA,TA,6,2007,0
800,801,12798,1997,1997,79.0,AllPub,6,5,TA,TA,5,2008,400
801,802,4800,1916,1990,40.0,AllPub,4,7,TA,TA,7,2007,0
802,803,8199,2005,2005,63.0,AllPub,7,5,Gd,TA,10,2008,0
803,804,13891,2008,2009,107.0,AllPub,9,5,Ex,TA,1,2009,0
804,805,9000,1954,1954,75.0,AllPub,5,5,TA,TA,6,2006,0
805,806,12274,2008,2008,91.0,AllPub,7,5,Gd,TA,7,2008,0
806,807,9750,1967,1967,75.0,AllPub,5,5,TA,TA,10,2006,0
807,808,21384,1923,2004,144.0,AllPub,5,6,TA,TA,5,2009,0
808,809,13400,1966,1966,85.0,AllPub,5,5,TA,TA,6,2006,0
809,810,8100,1898,1965,90.0,AllPub,5,5,TA,TA,11,2009,0
810,811,10140,1974,1999,78.0,AllPub,6,6,TA,TA,1,2006,0
811,812,4438,2004,2004,,AllPub,6,5,Gd,TA,6,2008,0
812,813,8712,1952,1952,66.0,AllPub,5,5,Fa,TA,6,2010,54
813,814,9750,1958,1958,75.0,AllPub,6,6,TA,TA,4,2007,500
814,815,8248,1918,1950,45.0,AllPub,5,7,TA,TA,7,2006,0
815,816,12137,1998,1998,48.0,AllPub,7,5,TA,TA,5,2010,0
816,817,11425,1954,1954,,AllPub,5,6,TA,TA,7,2006,0
817,818,13265,2002,2002,,AllPub,8,5,Gd,TA,7,2008,0
818,819,8816,1971,1971,80.0,AllPub,6,7,TA,TA,6,2010,0
819,820,6371,2009,2010,44.0,AllPub,7,5,Gd,TA,6,2010,0
820,821,7226,2003,2003,72.0,AllPub,7,5,Gd,TA,6,2008,0
821,822,6000,1953,1953,60.0,AllPub,4,4,Fa,TA,2,2009,0
822,823,12394,2003,2003,,AllPub,7,5,Gd,TA,10,2007,0
823,824,9900,1940,1950,60.0,AllPub,6,7,TA,TA,7,2009,0
824,825,11216,2006,2006,81.0,AllPub,8,5,Gd,TA,6,2006,0
825,826,14803,2007,2008,114.0,AllPub,10,5,Ex,TA,6,2008,0
826,827,6130,1924,1950,50.0,AllPub,5,6,TA,TA,5,2008,0
827,828,8529,2001,2001,65.0,AllPub,7,5,Gd,TA,4,2009,0
828,829,28698,1967,1967,,AllPub,5,5,TA,TA,6,2009,0
829,830,2544,2005,2005,24.0,AllPub,7,5,Gd,TA,7,2006,0
830,831,11900,1957,1957,80.0,AllPub,6,5,TA,TA,6,2008,0
831,832,3180,2005,2005,30.0,AllPub,7,5,TA,TA,6,2006,0
832,833,9548,2003,2003,44.0,AllPub,7,6,Gd,TA,1,2010,0
833,834,10004,1964,1964,100.0,AllPub,6,6,TA,TA,2,2009,0
834,835,7875,1961,1961,75.0,AllPub,5,6,TA,TA,9,2008,0
835,836,9600,1950,1995,60.0,AllPub,4,7,TA,TA,2,2010,0
836,837,8100,1948,1973,90.0,AllPub,5,6,TA,TA,6,2007,0
837,838,1680,1973,1973,21.0,AllPub,6,5,TA,TA,11,2008,0
838,839,9525,1995,2006,75.0,AllPub,5,6,TA,TA,6,2008,0
839,840,11767,1946,1995,70.0,AllPub,5,6,TA,TA,5,2008,0
840,841,12155,1925,1950,,AllPub,6,8,TA,TA,3,2008,0
841,842,10440,1904,2002,60.0,AllPub,5,8,TA,TA,6,2008,0
842,843,9020,1966,1966,82.0,AllPub,6,7,TA,TA,5,2008,0
843,844,8000,1961,1961,80.0,AllPub,5,4,TA,TA,7,2007,0
844,845,12665,1915,1950,100.0,AllPub,5,8,TA,TA,6,2008,0
845,846,16647,1975,1981,,AllPub,5,5,TA,TA,1,2007,0
846,847,9317,1993,1993,75.0,AllPub,7,5,Gd,TA,7,2009,0
847,848,15523,1972,1972,36.0,AllPub,5,6,TA,TA,8,2009,0
848,849,45600,1908,1997,75.0,AllPub,6,8,TA,TA,9,2008,0
849,850,9600,1976,1994,80.0,AllPub,6,7,Gd,Gd,8,2007,0
850,851,4435,2003,2003,36.0,AllPub,6,5,Gd,TA,11,2007,0
851,852,3196,2003,2003,,AllPub,8,5,Gd,TA,5,2006,0
852,853,7128,1941,1950,53.0,AllPub,7,5,TA,Gd,8,2007,0
853,854,12095,1964,1964,,AllPub,6,6,TA,Gd,8,2009,0
854,855,17920,1955,1974,102.0,AllPub,5,4,TA,TA,7,2006,0
855,856,6897,1962,2010,,AllPub,5,8,TA,Gd,4,2010,0
856,857,10970,1978,1978,,AllPub,6,6,TA,TA,10,2008,0
857,858,8125,1994,1995,65.0,AllPub,6,5,TA,TA,3,2009,0
858,859,10400,1976,1976,80.0,AllPub,7,5,TA,TA,6,2009,0
859,860,11029,1968,1984,,AllPub,6,7,TA,TA,8,2006,0
860,861,7642,1918,1998,55.0,AllPub,7,8,Gd,TA,6,2007,0
861,862,11625,1965,1965,75.0,AllPub,5,4,TA,TA,4,2010,0
862,863,9672,1984,1985,81.0,AllPub,6,5,TA,TA,5,2010,0
863,864,7931,1959,1959,70.0,AllPub,5,5,TA,TA,7,2009,0
864,865,8640,2007,2008,72.0,AllPub,7,5,Gd,TA,5,2008,0
865,866,8750,1970,1970,,AllPub,5,6,TA,TA,8,2009,0
866,867,10656,2006,2007,67.0,AllPub,8,5,Gd,TA,11,2007,0
867,868,6970,1961,1961,85.0,AllPub,4,5,TA,TA,5,2007,400
868,869,14762,1948,1950,,AllPub,5,6,TA,TA,5,2006,0
869,870,9938,1993,1994,80.0,AllPub,7,5,Gd,TA,6,2010,0
870,871,6600,1962,1962,60.0,AllPub,5,5,TA,TA,8,2009,0
871,872,8750,1998,1998,70.0,AllPub,6,5,TA,TA,6,2010,0
872,873,8892,1953,1996,74.0,AllPub,5,7,Gd,TA,10,2008,0
873,874,12144,1949,1950,60.0,AllPub,5,7,Gd,TA,9,2009,0
874,875,5720,1941,1950,52.0,AllPub,5,6,TA,TA,8,2009,0
875,876,9000,2007,2007,75.0,AllPub,8,5,Gd,TA,8,2007,0
876,877,25286,1963,1963,94.0,AllPub,4,5,TA,TA,1,2007,0
877,878,8834,2004,2005,74.0,AllPub,9,5,Gd,TA,6,2009,0
878,879,11782,1961,1995,88.0,AllPub,5,7,TA,TA,6,2010,400
879,880,7000,1978,2005,,AllPub,5,8,Gd,Gd,7,2009,0
880,881,7024,2005,2006,60.0,AllPub,5,5,TA,TA,6,2007,0
881,882,13758,1990,1991,44.0,AllPub,7,5,Gd,Gd,4,2007,0
882,883,9636,1992,1993,,AllPub,6,5,TA,TA,12,2009,0
883,884,6204,1912,1950,60.0,AllPub,4,5,Gd,TA,3,2006,0
884,885,7150,1967,1967,65.0,AllPub,5,5,TA,TA,7,2009,0
885,886,5119,1999,2000,50.0,AllPub,9,5,Gd,TA,1,2008,0
886,887,8393,1959,2005,70.0,AllPub,5,5,TA,TA,6,2006,0
887,888,16466,1955,1955,59.0,AllPub,5,7,TA,Gd,4,2008,0
888,889,15865,1970,1970,95.0,AllPub,8,6,Gd,Gd,10,2007,0
889,890,12160,1953,1953,128.0,AllPub,6,4,TA,TA,2,2009,0
890,891,8064,1949,2006,60.0,AllPub,5,7,TA,Gd,7,2007,2000
891,892,11184,1978,1978,70.0,AllPub,6,5,TA,TA,7,2009,0
892,893,8414,1963,2003,70.0,AllPub,6,8,TA,TA,2,2006,0
893,894,13284,1954,1954,,AllPub,5,5,TA,TA,6,2008,0
894,895,7018,1979,1979,64.0,AllPub,5,5,TA,TA,6,2009,0
895,896,7056,1963,1963,71.0,AllPub,6,5,TA,TA,10,2008,0
896,897,8765,1936,1950,50.0,AllPub,4,6,TA,TA,4,2006,0
897,898,7018,1979,1979,64.0,AllPub,5,5,TA,TA,6,2009,0
898,899,12919,2009,2010,100.0,AllPub,9,5,Ex,TA,3,2010,0
899,900,6993,1961,1994,65.0,AllPub,5,7,TA,TA,6,2006,0
900,901,7340,1971,1971,,AllPub,4,6,TA,TA,6,2007,0
901,902,8712,1957,2000,64.0,AllPub,5,7,TA,Gd,5,2009,0
902,903,7875,2003,2003,63.0,AllPub,7,5,Gd,TA,7,2006,0
903,904,14859,2006,2006,50.0,AllPub,7,5,Gd,TA,8,2006,0
904,905,6173,1967,1967,,AllPub,5,6,TA,TA,8,2007,0
905,906,9920,1954,1954,80.0,AllPub,5,5,TA,TA,2,2010,0
906,907,13501,2006,2006,116.0,AllPub,8,5,Gd,TA,6,2007,0
907,908,11500,1936,1987,86.0,AllPub,7,7,Gd,TA,6,2006,0
908,909,8885,1983,1983,,AllPub,5,5,TA,TA,6,2006,0
909,910,12589,2005,2005,149.0,AllPub,6,5,Gd,TA,6,2009,0
910,911,11600,1960,1960,80.0,AllPub,5,5,TA,TA,1,2010,0
911,912,9286,1977,1989,,AllPub,5,7,TA,TA,10,2009,0
912,913,6120,1925,1950,51.0,AllPub,5,7,TA,TA,7,2006,620
913,914,6270,1949,1950,82.0,AllPub,5,6,TA,TA,8,2007,0
914,915,3000,2009,2009,30.0,AllPub,6,5,Gd,TA,6,2009,0
915,916,2001,1970,1970,21.0,AllPub,4,5,TA,TA,1,2007,0
916,917,9000,1949,1950,50.0,AllPub,2,3,TA,TA,10,2006,0
917,918,17140,1956,1956,,AllPub,4,6,TA,TA,4,2009,0
918,919,13125,1991,1991,103.0,AllPub,7,5,Gd,TA,11,2007,0
919,920,11029,1958,2002,87.0,AllPub,6,8,Ex,TA,5,2008,0
920,921,8462,1994,1994,70.0,AllPub,6,5,Gd,Gd,7,2007,0
921,922,8777,1900,2003,67.0,AllPub,5,7,TA,TA,9,2008,0
922,923,10237,2005,2006,65.0,AllPub,6,5,Gd,TA,10,2006,0
923,924,8012,1993,1994,50.0,AllPub,6,5,Gd,TA,7,2008,0
924,925,10240,1980,1980,79.0,AllPub,6,6,TA,Gd,5,2006,0
925,926,15611,1977,1977,,AllPub,5,6,TA,TA,3,2008,0
926,927,11999,2003,2004,93.0,AllPub,8,5,Gd,TA,5,2007,0
927,928,9900,1968,1968,,AllPub,7,5,TA,TA,4,2008,0
928,929,11838,2001,2001,,AllPub,8,5,Gd,TA,6,2009,0
929,930,13006,1997,1997,,AllPub,7,5,TA,TA,11,2006,0
930,931,8925,2007,2007,73.0,AllPub,8,5,Gd,TA,7,2009,0
931,932,9100,1965,1965,70.0,AllPub,5,6,TA,TA,7,2009,0
932,933,11670,2006,2006,84.0,AllPub,9,5,Ex,TA,3,2007,0
933,934,8487,2004,2004,63.0,AllPub,7,5,Gd,TA,8,2009,0
934,935,27650,1960,2007,313.0,AllPub,7,7,TA,TA,11,2008,0
935,936,5825,1926,1953,52.0,AllPub,4,5,TA,Gd,6,2006,0
936,937,10083,2003,2003,67.0,AllPub,7,5,Gd,TA,8,2009,0
937,938,9675,2005,2005,75.0,AllPub,7,5,Gd,TA,2,2009,0
938,939,8760,2006,2006,73.0,AllPub,7,5,Gd,TA,8,2006,0
939,940,24090,1940,1950,,AllPub,7,7,TA,Gd,6,2010,0
940,941,12640,1976,1976,55.0,AllPub,6,5,TA,TA,7,2006,0
941,942,8755,1999,1999,,AllPub,7,5,Gd,TA,6,2009,0
942,943,7711,1977,1977,42.0,AllPub,4,3,TA,TA,8,2007,0
943,944,25000,1967,1967,100.0,AllPub,5,4,TA,TA,6,2007,0
944,945,14375,1958,1958,,NoSeWa,6,6,TA,TA,1,2009,0
945,946,8820,1890,1996,98.0,AllPub,5,6,TA,TA,9,2009,0
946,947,8163,1959,1959,70.0,AllPub,5,6,TA,Gd,3,2006,0
947,948,14536,2002,2003,85.0,AllPub,8,5,Gd,TA,11,2007,0
948,949,14006,2002,2002,65.0,AllPub,7,5,Gd,TA,2,2006,0
949,950,9360,1972,2006,78.0,AllPub,6,7,TA,TA,3,2010,0
950,951,7200,1950,2002,60.0,AllPub,5,8,TA,TA,7,2007,0
951,952,7800,1965,1965,60.0,AllPub,5,5,TA,TA,7,2006,0
952,953,7200,1972,2003,60.0,AllPub,5,8,TA,Gd,4,2009,0
953,954,11075,1969,1969,,AllPub,5,4,TA,TA,9,2008,400
954,955,9400,1975,1975,35.0,AllPub,6,5,TA,TA,10,2006,0
955,956,7136,1946,1950,82.0,AllPub,6,6,TA,TA,8,2007,0
956,957,1300,1980,1980,24.0,AllPub,6,6,TA,TA,5,2009,0
957,958,7420,1962,1962,70.0,AllPub,5,5,TA,TA,4,2007,0
958,959,8450,2003,2003,65.0,AllPub,7,5,Gd,TA,10,2007,0
959,960,2572,1999,1999,24.0,AllPub,7,5,Gd,TA,5,2010,0
960,961,7207,1958,2008,50.0,AllPub,5,7,TA,Gd,2,2010,0
961,962,12227,1977,1995,,AllPub,6,7,TA,Gd,7,2008,0
962,963,2308,1976,1976,24.0,AllPub,6,6,TA,TA,7,2007,0
963,964,11923,2007,2007,122.0,AllPub,9,5,Gd,TA,5,2009,0
964,965,11316,2002,2003,80.0,AllPub,7,5,Gd,TA,2,2010,0
965,966,10237,2005,2007,65.0,AllPub,6,5,Gd,TA,7,2007,0
966,967,9600,1940,1950,130.0,AllPub,5,7,Gd,Gd,6,2009,0
967,968,7390,1955,1955,,AllPub,5,7,TA,TA,7,2008,0
968,969,5925,1910,1950,50.0,AllPub,3,6,TA,TA,5,2009,0
969,970,10382,1958,1958,75.0,AllPub,6,5,TA,Fa,3,2006,0
970,971,10800,1949,1950,60.0,AllPub,4,4,TA,TA,12,2006,0
971,972,2268,2003,2004,36.0,AllPub,7,5,Gd,TA,7,2009,0
972,973,7892,1979,1979,55.0,AllPub,6,5,TA,TA,4,2010,0
973,974,11639,2007,2008,95.0,AllPub,7,5,Gd,TA,12,2008,0
974,975,11414,1910,1993,60.0,AllPub,7,8,TA,Gd,10,2009,0
975,976,2651,2000,2000,,AllPub,7,5,Gd,TA,4,2006,0
976,977,5900,1923,1958,51.0,AllPub,4,7,TA,TA,8,2006,0
977,978,4274,2006,2007,35.0,AllPub,7,5,Gd,TA,11,2007,0
978,979,9450,1954,1954,68.0,AllPub,4,5,TA,TA,5,2007,0
979,980,8816,1963,1963,80.0,AllPub,5,6,TA,TA,6,2009,0
980,981,12122,1961,2007,,AllPub,7,9,Ex,TA,7,2008,0
981,982,12203,1998,1999,98.0,AllPub,8,5,Gd,TA,7,2009,0
982,983,3182,2007,2007,43.0,AllPub,7,5,Gd,TA,3,2008,0
983,984,11250,2002,2002,,AllPub,8,5,Gd,TA,5,2008,0
984,985,10125,1977,1977,75.0,AllPub,5,5,TA,TA,8,2009,0
985,986,10880,1950,1950,68.0,AllPub,5,5,TA,TA,8,2008,0
986,987,5310,1910,2003,59.0,AllPub,6,8,TA,Gd,6,2006,0
987,988,10159,2009,2010,83.0,AllPub,9,5,Ex,TA,4,2010,0
988,989,12046,1976,1976,,AllPub,6,6,TA,TA,6,2007,0
989,990,8125,2006,2006,65.0,AllPub,7,5,Gd,TA,8,2006,0
990,991,9452,1997,1998,82.0,AllPub,8,5,Gd,TA,6,2006,0
991,992,17671,1882,1986,121.0,AllPub,8,9,Gd,Gd,11,2009,0
992,993,9760,1964,1993,80.0,AllPub,6,8,TA,TA,7,2007,0
993,994,8846,2005,2006,68.0,AllPub,6,5,TA,TA,8,2006,0
994,995,12456,2006,2007,96.0,AllPub,10,5,Ex,TA,7,2009,0
995,996,4712,1946,1950,51.0,AllPub,4,7,TA,TA,8,2006,0
996,997,10659,1961,1961,,AllPub,5,6,TA,TA,1,2006,0
997,998,11717,1970,1970,,AllPub,6,6,TA,TA,2,2009,0
998,999,9786,1922,1950,60.0,AllPub,3,4,TA,TA,5,2006,0
999,1000,6762,2006,2006,64.0,AllPub,7,5,Gd,TA,2,2010,0
1000,1001,10206,1952,1952,74.0,AllPub,3,3,TA,TA,7,2009,0
1001,1002,5400,1920,1950,60.0,AllPub,5,6,TA,TA,1,2007,0
1002,1003,11957,2006,2006,75.0,AllPub,8,5,Gd,TA,7,2008,0
1003,1004,11500,1976,1976,,AllPub,5,6,TA,TA,6,2007,0
1004,1005,3182,2005,2006,43.0,AllPub,7,5,Gd,TA,5,2009,0
1005,1006,8385,1977,1977,65.0,AllPub,5,8,Gd,TA,11,2008,0
1006,1007,12155,1970,1970,,AllPub,6,3,TA,TA,3,2007,0
1007,1008,2217,1970,1970,21.0,AllPub,4,4,TA,TA,8,2009,0
1008,1009,12118,2004,2005,43.0,AllPub,7,5,Gd,TA,4,2009,0
1009,1010,6000,1926,1950,60.0,AllPub,5,5,TA,Fa,6,2006,0
1010,1011,21286,1948,1950,115.0,AllPub,5,5,TA,TA,8,2008,0
1011,1012,9825,1965,1965,75.0,AllPub,5,5,TA,TA,5,2010,0
1012,1013,10592,1923,1996,55.0,AllPub,6,7,TA,Gd,8,2007,0
1013,1014,7200,1910,2006,60.0,AllPub,5,4,TA,TA,6,2009,0
1014,1015,11664,1948,1950,60.0,AllPub,6,5,TA,TA,11,2007,0
1015,1016,8400,2001,2001,70.0,AllPub,8,6,Gd,TA,11,2009,0
1016,1017,11883,1996,1996,73.0,AllPub,7,5,Gd,TA,6,2009,0
1017,1018,5814,1984,1984,,AllPub,8,5,Gd,TA,8,2009,0
1018,1019,10784,1991,1992,,AllPub,7,5,Gd,TA,5,2007,0
1019,1020,3013,2005,2005,43.0,AllPub,7,5,Gd,TA,4,2006,0
1020,1021,7024,2005,2005,60.0,AllPub,4,5,TA,TA,6,2008,0
1021,1022,7406,2006,2006,64.0,AllPub,7,5,Gd,TA,7,2006,0
1022,1023,9439,1930,1950,52.0,AllPub,5,5,TA,TA,3,2007,0
1023,1024,3182,2005,2006,43.0,AllPub,7,5,Gd,TA,5,2008,0
1024,1025,15498,1976,1976,,AllPub,8,6,Gd,TA,5,2008,0
1025,1026,7700,1972,1972,70.0,AllPub,5,5,TA,TA,3,2007,0
1026,1027,9300,1960,1960,73.0,AllPub,5,5,TA,TA,4,2010,0
1027,1028,9520,2007,2008,71.0,AllPub,8,5,Gd,TA,4,2008,0
1028,1029,9492,1941,1950,79.0,AllPub,5,5,TA,TA,4,2007,0
1029,1030,1680,1972,1972,21.0,AllPub,6,7,TA,TA,5,2006,0
1030,1031,7082,1916,1995,,AllPub,5,8,TA,TA,7,2006,0
1031,1032,15863,1920,1970,102.0,AllPub,7,3,TA,TA,8,2009,0
1032,1033,14541,1993,1993,,AllPub,8,7,Gd,Gd,11,2006,0
1033,1034,8125,2002,2002,,AllPub,7,5,Gd,TA,2,2006,0
1034,1035,6305,1938,1950,50.0,AllPub,5,7,TA,Gd,6,2007,0
1035,1036,11500,1957,1957,,AllPub,4,3,TA,Gd,1,2009,0
1036,1037,12898,2007,2008,89.0,AllPub,9,5,Gd,TA,9,2009,0
1037,1038,9240,2001,2002,,AllPub,8,5,Gd,TA,9,2008,0
1038,1039,1533,1970,2008,21.0,AllPub,4,6,TA,TA,5,2009,0
1039,1040,1477,1970,1970,21.0,AllPub,4,4,TA,TA,4,2009,0
1040,1041,13125,1957,2000,88.0,AllPub,5,4,TA,TA,1,2006,0
1041,1042,9130,1966,2000,,AllPub,6,8,TA,TA,7,2008,0
1042,1043,5381,2005,2005,34.0,AllPub,6,5,Gd,TA,8,2009,0
1043,1044,11839,1990,1990,86.0,AllPub,7,5,TA,TA,5,2008,0
1044,1045,9600,1981,1981,80.0,AllPub,8,5,Gd,TA,7,2009,0
1045,1046,13680,1955,1955,,AllPub,3,5,TA,TA,6,2009,0
1046,1047,16056,2005,2006,85.0,AllPub,9,5,Gd,TA,7,2006,0
1047,1048,9245,1994,1995,57.0,AllPub,5,5,TA,TA,2,2008,0
1048,1049,21750,1960,2006,100.0,AllPub,5,4,TA,Fa,11,2009,0
1049,1050,11100,1946,2006,60.0,AllPub,4,7,TA,TA,4,2010,0
1050,1051,8993,2007,2007,73.0,AllPub,7,5,Gd,TA,8,2007,0
1051,1052,11175,2007,2007,103.0,AllPub,7,5,Gd,TA,10,2007,0
1052,1053,9500,1964,1978,100.0,AllPub,6,6,TA,TA,6,2007,0
1053,1054,8562,1957,2002,68.0,AllPub,5,6,TA,TA,5,2010,0
1054,1055,11367,2002,2002,90.0,AllPub,8,5,Gd,TA,11,2006,0
1055,1056,11361,1976,1976,104.0,AllPub,6,5,TA,TA,5,2008,0
1056,1057,7052,2005,2005,43.0,AllPub,7,5,Gd,TA,6,2006,0
1057,1058,29959,1994,1994,,AllPub,7,6,Gd,TA,1,2009,0
1058,1059,11308,2008,2008,96.0,AllPub,9,5,Ex,TA,7,2009,0
1059,1060,11275,1932,1950,,AllPub,6,7,TA,TA,3,2007,0
1060,1061,4920,2001,2001,41.0,AllPub,8,5,Gd,TA,4,2010,0
1061,1062,18000,1935,1950,120.0,AllPub,3,4,Fa,TA,8,2008,560
1062,1063,13600,1900,1950,85.0,AllPub,5,5,TA,TA,9,2007,0
1063,1064,6000,1925,1980,50.0,AllPub,6,6,TA,Gd,7,2006,0
1064,1065,11000,1966,1966,,AllPub,5,6,TA,TA,11,2009,0
